,v_tag_key1,v_oee,v_tag_humidity,v_var_created_at,v_tag_key2,v_vibration
0,0,0.9494717489592246,0.8000451294478277,1653483856,0,1.992423125229974
1,0,0.950118371422576,0.7997009525119813,1653483857,0,2.0008351482462663
2,0,0.9499659493918937,0.7993250260773124,1653483858,0,1.9745263937247328
3,0,0.9495144342771581,0.7999934125158451,1653483859,0,1.972720141793
4,0,0.9498108255529771,0.7997288551877669,1653483860,0,1.9655218742478573
5,0,0.9502990608580524,0.8004436288611156,1653483861,0,1.9641321554154123
6,0,0.9497670880566494,0.8010060180980904,1653483862,0,1.9810501367021955
7,0,0.9500328583355427,0.8004132995380526,1653483863,0,1.9906961673372314
8,0,0.9500191555290632,0.8007825398492473,1653483864,0,2.018480387944784
9,0,0.9498146252622781,0.8011138219153282,1653483865,0,2.0074796554625265
10,0,0.9499008439402535,0.801170704486686,1653483866,0,2.011762450735693
11,0,0.9499326545116991,0.8003881010683489,1653483867,0,2.005384256267098
12,0,0.9497702970959697,0.8009234646514747,1653483868,0,2.0001978709739374
13,0,0.9498860473936093,0.801778389408644,1653483869,0,2.00061950003132
14,0,0.9492603549648188,0.8002700328977022,1653483870,0,2.0036908968168046
15,0,0.9488171254504081,0.8002125423239699,1653483871,0,2.0186586083513927
16,0,0.949799799063376,0.8005427032294569,1653483872,0,2.023167769149806
17,0,0.9488568070283905,0.8003690928537588,1653483873,0,2.005036213779668
18,0,0.9496208859314532,0.8014718204956064,1653483874,0,2.043587595760675
19,0,0.9495906439477142,0.8004329129227785,1653483875,0,2.022276567252978
20,0,0.9498845210623997,0.8003221423480268,1653483876,0,2.0478268351799453
21,0,0.9504422220323913,0.8004977445866958,1653483877,0,2.033801546845706
22,0,0.9493533405023378,0.8000552098705002,1653483878,0,2.0471806435591717
23,0,0.95024226133501,0.8016851456622901,1653483879,0,2.0658293276790847
24,0,0.9495341286583442,0.8007013405077865,1653483880,0,2.057193600429697
25,0,0.9497395058078955,0.8016100892621829,1653483881,0,2.083342210840086
26,0,0.9494235511642583,0.8003833609018194,1653483882,0,2.0775158268043943
27,0,0.9489487922979363,0.7993207337621822,1653483883,0,2.0825595115452242
28,0,0.9497392385934296,0.7998948739215971,1653483884,0,2.0796093509658493
29,0,0.9495831253155329,0.7995115630741921,1653483885,0,2.0964905618349055
30,0,0.9498144372292394,0.7985297877156784,1653483886,0,2.1104260575565355
31,0,0.9499125786933641,0.799729801706076,1653483887,0,2.1238835275230667
32,0,0.9501552296084516,0.7995309784607965,1653483888,0,2.1272570056542204
33,0,0.9496342827446339,0.7999060111624862,1653483889,0,2.1157939948420696
34,0,0.9494441173588212,0.7996736389267101,1653483890,0,2.139166736561638
35,0,0.9496154850527084,0.7996151595552627,1653483891,0,2.1210248252731225
36,0,0.9501387265860228,0.8001617611261087,1653483892,0,2.108744782795298
37,0,0.950109412130326,0.7999612967802762,1653483893,0,2.1243851715804207
38,0,0.9501457557717828,0.7988142710253311,1653483894,0,2.095871765935048
39,0,0.950202985089226,0.7993210306251326,1653483895,0,2.1297537916722926
40,0,0.9499414428077818,0.7998816972464723,1653483896,0,2.1338363785051655
41,0,0.9498460281951854,0.7993981880650581,1653483897,0,2.149493475185418
42,0,0.9495517199482983,0.7997520622746447,1653483898,0,2.12639362801063
43,0,0.9503629483901735,0.8000289279471214,1653483899,0,2.1397458021309506
44,0,0.9498991317939239,0.7988851580382801,1653483900,0,2.1334605385579604
45,0,0.9501048502956366,0.7997970510594234,1653483901,0,2.1510595108121597
46,0,0.9499158781566353,0.798747540942051,1653483902,0,2.168170242555442
47,0,0.9501627483402791,0.7990331827446159,1653483903,0,2.165918648828575
48,0,0.9497568273783085,0.7982358808595612,1653483904,0,2.1363092443048517
49,0,0.9506920210530019,0.7991184665340912,1653483905,0,2.1667247804610668
50,0,0.9504961187266728,0.7990793423455907,1653483906,0,2.141232072137937
51,0,0.9506122236096544,0.7993845930794725,1653483907,0,2.179674328670194
52,0,0.9512091145327684,0.8000057885871823,1653483908,0,2.1638766607503745
53,0,0.9512408637214107,0.7993369523262818,1653483909,0,2.1902270992366453
54,0,0.9511890487351019,0.800240465790272,1653483910,0,2.2023843923406274
55,0,0.9506767288442929,0.8003699552578897,1653483911,0,2.1961066802377616
56,0,0.9506852134780353,0.799425347134167,1653483912,0,2.2065739313539274
57,0,0.9508485871117119,0.8002842800021174,1653483913,0,2.217460851646023
