v_tag_pressure,v_var_created_at,v_tag_stemperature,v_tag_humidity,v_oee
1013.9547492496282,2022-05-25 05:55:04,20.004056176855126,0.5001756296913689,0.9704230711866482
1013.9969040181135,2022-05-25 05:55:05,20.012580498344583,0.499400564891583,0.9695928284534104
1013.9783277540616,2022-05-25 05:55:06,20.043285209655426,0.498948879412713,0.9699906345671818
1013.8725558092547,2022-05-25 05:55:07,20.010142951169815,0.4995099769396116,0.9691913047351607
1013.8623760043973,2022-05-25 05:55:08,20.048183368116604,0.49975355265522464,0.969241647347645
1013.7825822451223,2022-05-25 05:55:09,20.06685476755668,0.4997077520399599,0.9698362787597423
1013.9092778852804,2022-05-25 05:55:10,20.07130137203964,0.49901573063685833,0.9701344963749982
1013.8622871987059,2022-05-25 05:55:11,20.101465616686085,0.500825598018865,0.9698639881717376
1013.8463574456911,2022-05-25 05:55:12,20.13740774129663,0.49977264266130633,0.9683823981153394
1013.8126554639161,2022-05-25 05:55:13,20.096351906392393,0.49958842605443093,0.9689124860087757
1013.8479805584843,2022-05-25 05:55:14,20.120744813971115,0.5000449574649553,0.968827476748417
1013.808043386608,2022-05-25 05:55:15,20.15740835135853,0.5008629928953994,0.9687510912722588
1013.8026973742072,2022-05-25 05:55:16,20.137301598814684,0.5014987385613642,0.9689216973645507
1013.768398279928,2022-05-25 05:55:17,20.10491994577856,0.500212862596375,0.9682462834830537
1013.8236818702892,2022-05-25 05:55:18,20.109985910204895,0.5014285422069111,0.9691906010887167
1013.7727064874705,2022-05-25 05:55:19,20.08264772444097,0.5002385715637409,0.9684708987108887
1013.808342108271,2022-05-25 05:55:20,20.052931203583814,0.4995729297998334,0.9695094944638943
1013.7950235396631,2022-05-25 05:55:21,20.073632474724032,0.5015140434730997,0.9692210616675817
1013.6778260654214,2022-05-25 05:55:22,20.103662371853712,0.5013899013401232,0.9687191084158182
1013.7646873009885,2022-05-25 05:55:23,20.125148632907273,0.5010825587048198,0.9687442684959771
1013.7814989973778,2022-05-25 05:55:24,20.10663897363868,0.502042680465461,0.969457232795144
1013.6907336167185,2022-05-25 05:55:25,20.067184325746044,0.5012329644831309,0.9691287573567711
1013.7529440657204,2022-05-25 05:55:26,20.104025732395115,0.5032065285760605,0.9687129026754833
1013.6696844295358,2022-05-25 05:55:27,20.098881865078063,0.5036302284586861,0.9677728717411285
1013.7358123873292,2022-05-25 05:55:28,20.14056992341401,0.5025740492230595,0.9683675687116603
1013.663631902239,2022-05-25 05:55:29,20.134629849940268,0.5020418204806761,0.9690963442700989
1013.6699519359751,2022-05-25 05:55:30,20.106377790874063,0.5029824045901939,0.9680355634619586
1013.6491929910653,2022-05-25 05:55:31,20.102053846901047,0.5034654558016576,0.9695502204916057
1013.6168411869878,2022-05-25 05:55:32,20.127118592835025,0.5044911806481608,0.9695402740390924
1013.5596875036404,2022-05-25 05:55:33,20.16940320354983,0.5040441915719956,0.9690514506065472
1013.5998077702587,2022-05-25 05:55:34,20.137261648177493,0.5037391835270306,0.96987738514655
1013.6249689737833,2022-05-25 05:55:35,20.106830352353477,0.5040131123784518,0.9678700998159735
1013.6666136118603,2022-05-25 05:55:36,20.14163114630691,0.5039771504290803,0.968965267259939
1013.658208848402,2022-05-25 05:55:37,20.101372275252768,0.503887811663471,0.9691295348549844
1013.5615653009738,2022-05-25 05:55:38,20.073957021425826,0.5045742973625861,0.969385601194738
1013.654072749066,2022-05-25 05:55:39,20.10136542627548,0.5048057466953574,0.9685934620508214
1013.6626437250087,2022-05-25 05:55:40,20.128731547327305,0.5046648145555144,0.9681205262598432
1013.691265090258,2022-05-25 05:55:41,20.104964679514776,0.5054960675538084,0.9674268397051836
1013.6615480032091,2022-05-25 05:55:42,20.1059756707544,0.5054495461389765,0.9675441797911971
1013.6704393575003,2022-05-25 05:55:43,20.130304548813985,0.5053934976086847,0.9673955034930053
1013.6900953198,2022-05-25 05:55:44,20.17697252635039,0.5047639604367339,0.9665192476003444
1013.6392817027229,2022-05-25 05:55:45,20.171966233851165,0.5043182570168715,0.967595266659998
1013.662924616617,2022-05-25 05:55:46,20.137208203239755,0.5042775151492787,0.9680269643198585
1013.656785147595,2022-05-25 05:55:47,20.160941184737567,0.5059071895075594,0.9675487356982504
1013.5546531184227,2022-05-25 05:55:48,20.192576169712925,0.506180125788431,0.96745427577635
1013.6336109240756,2022-05-25 05:55:49,20.170051850919485,0.5047336570846693,0.9671697019890658
1013.6718723404111,2022-05-25 05:55:50,20.169957478565806,0.5052592928351042,0.968494185024725
1013.711205482855,2022-05-25 05:55:51,20.1424521598873,0.5048006878045239,0.9672647705688077
1013.6689985951447,2022-05-25 05:55:52,20.109456873536683,0.5050409662596153,0.9665034578330398
1013.7037506492652,2022-05-25 05:55:53,20.135971330072117,0.5049887874088267,0.9676338782532303
1013.7313918947364,2022-05-25 05:55:54,20.092097657634067,0.5040386513321884,0.96733743624756
1013.7137748129537,2022-05-25 05:55:55,20.06885844620331,0.5035404040604448,0.9671611918804407
1013.6935607597917,2022-05-25 05:55:56,20.073323361391555,0.5033761432071118,0.9672087016388864
1013.7286102813497,2022-05-25 05:55:57,20.052407441264723,0.5026520988803967,0.9676813275124724
